Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:12:34,30-11-2024 14:12:34,0.331s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:12:34,30-11-2024 14:12:34,0.286s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:12:34,30-11-2024 14:12:39,5.017s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:12:39,30-11-2024 14:12:42,2.510s,PASSED
"click(findTestObject(""ContentLibraries/ChangeLanugage""))",Chrome 131.0.0.0,,,30-11-2024 14:12:42,30-11-2024 14:12:42,0.517s,PASSED
"click(findTestObject(""ContentLibraries/ChangeToArabic""))",Chrome 131.0.0.0,,,30-11-2024 14:12:42,30-11-2024 14:12:43,0.358s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:12:43,30-11-2024 14:12:46,3.014s,PASSED
"click(findTestObject(""ContentLibraries/ChangeLanugage""))",Chrome 131.0.0.0,,,30-11-2024 14:12:46,30-11-2024 14:12:46,0.301s,PASSED
"click(findTestObject(""ContentLibraries/ChangeToEnglish""))",Chrome 131.0.0.0,,,30-11-2024 14:12:46,30-11-2024 14:12:46,0.304s,PASSED
delay(2),Chrome 131.0.0.0,,,30-11-2024 14:12:46,30-11-2024 14:12:48,2.017s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:12:48,30-11-2024 14:12:49,0.243s,PASSED
,,,,,,,
Test Cases/Subject/CreateNewSubject,Chrome 131.0.0.0,,,30-11-2024 14:12:49,30-11-2024 14:13:26,37.739s,PASSED
min = 1000,Chrome 131.0.0.0,,,30-11-2024 14:12:49,30-11-2024 14:12:49,0.001s,PASSED
max = 9999,Chrome 131.0.0.0,,,30-11-2024 14:12:49,30-11-2024 14:12:49,0.000s,PASSED
randomNumber = Random().nextInt(max - min + 1) + min,Chrome 131.0.0.0,,,30-11-2024 14:12:49,30-11-2024 14:12:49,0.001s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:12:49,30-11-2024 14:12:53,4.061s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:12:53,30-11-2024 14:12:53,0.068s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:12:53,30-11-2024 14:12:53,0.444s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:12:53,30-11-2024 14:12:53,0.278s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:12:53,30-11-2024 14:12:54,0.279s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:12:54,30-11-2024 14:12:59,5.011s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:12:59,30-11-2024 14:13:04,5.389s,PASSED
"click(findTestObject(""ContentLibraries/New content library""))",Chrome 131.0.0.0,,,30-11-2024 14:13:04,30-11-2024 14:13:06,1.392s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:13:06,30-11-2024 14:13:09,3.004s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/EnglishTitle""), ""AutomationTest"")",Chrome 131.0.0.0,,,30-11-2024 14:13:09,30-11-2024 14:13:09,0.318s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/code""), randomNumber.toString())",Chrome 131.0.0.0,,,30-11-2024 14:13:09,30-11-2024 14:13:09,0.281s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeTheLanguageInsideCreateContent""))",Chrome 131.0.0.0,,,30-11-2024 14:13:09,30-11-2024 14:13:09,0.324s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeLangaugeToArabicContent""))",Chrome 131.0.0.0,,,30-11-2024 14:13:09,30-11-2024 14:13:10,0.276s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/ArabicTitle""), ""فحص الاوتوميشن"")",Chrome 131.0.0.0,,,30-11-2024 14:13:10,30-11-2024 14:13:11,1.405s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/CreateButton""))",Chrome 131.0.0.0,,,30-11-2024 14:13:11,30-11-2024 14:13:11,0.300s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/ContentLibraryCreation/Created_PopUp""))",Chrome 131.0.0.0,,,30-11-2024 14:13:11,30-11-2024 14:13:14,2.501s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:13:14,30-11-2024 14:13:17,3.004s,PASSED
"click(findTestObject(""Subject/New subject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:17,30-11-2024 14:13:17,0.310s,PASSED
"sendKeys(findTestObject(""Subject/SubjectEn""), ""Subject1"")",Chrome 131.0.0.0,,,30-11-2024 14:13:17,30-11-2024 14:13:19,1.968s,PASSED
"sendKeys(findTestObject(""Subject/SubjectAr""), ""مادة 1"")",Chrome 131.0.0.0,,,30-11-2024 14:13:19,30-11-2024 14:13:19,0.272s,PASSED
"click(findTestObject(""Subject/Academic Subject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:19,30-11-2024 14:13:20,0.328s,PASSED
"click(findTestObject(""Subject/SelectOneOfTheSubjects""))",Chrome 131.0.0.0,,,30-11-2024 14:13:20,30-11-2024 14:13:21,0.828s,PASSED
"click(findTestObject(""Subject/CreateSubject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:21,30-11-2024 14:13:21,0.323s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:13:21,30-11-2024 14:13:26,5.017s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:13:26,0.310s,PASSED
,,,,,,,
Test Cases/Subject/CreateGeneralTopic,Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:14:19,52.365s,PASSED
min = 1000,Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:13:26,0.001s,PASSED
max = 9999,Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:13:26,0.000s,PASSED
randomNumber = Random().nextInt(max - min + 1) + min,Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:13:26,0.000s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:13:26,30-11-2024 14:13:30,3.253s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:13:30,30-11-2024 14:13:30,0.055s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:13:30,30-11-2024 14:13:30,0.421s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:13:30,30-11-2024 14:13:30,0.273s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:13:30,30-11-2024 14:13:31,0.296s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:13:31,30-11-2024 14:13:36,5.005s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:13:36,30-11-2024 14:13:37,1.817s,PASSED
"click(findTestObject(""ContentLibraries/New content library""))",Chrome 131.0.0.0,,,30-11-2024 14:13:37,30-11-2024 14:13:39,1.313s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:13:39,30-11-2024 14:13:42,3.014s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/EnglishTitle""), ""AutomationTest"")",Chrome 131.0.0.0,,,30-11-2024 14:13:42,30-11-2024 14:13:42,0.305s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/code""), randomNumber.toString())",Chrome 131.0.0.0,,,30-11-2024 14:13:42,30-11-2024 14:13:42,0.283s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeTheLanguageInsideCreateContent""))",Chrome 131.0.0.0,,,30-11-2024 14:13:42,30-11-2024 14:13:43,0.293s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeLangaugeToArabicContent""))",Chrome 131.0.0.0,,,30-11-2024 14:13:43,30-11-2024 14:13:43,0.260s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/ArabicTitle""), ""فحص الاوتوميشن"")",Chrome 131.0.0.0,,,30-11-2024 14:13:43,30-11-2024 14:13:44,0.857s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/CreateButton""))",Chrome 131.0.0.0,,,30-11-2024 14:13:44,30-11-2024 14:13:44,0.281s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/ContentLibraryCreation/Created_PopUp""))",Chrome 131.0.0.0,,,30-11-2024 14:13:44,30-11-2024 14:13:46,2.287s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:13:46,30-11-2024 14:13:49,3.008s,PASSED
"click(findTestObject(""Subject/New subject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:49,30-11-2024 14:13:50,0.349s,PASSED
"sendKeys(findTestObject(""Subject/SubjectEn""), ""Subject1"")",Chrome 131.0.0.0,,,30-11-2024 14:13:50,30-11-2024 14:13:51,1.628s,PASSED
"sendKeys(findTestObject(""Subject/SubjectAr""), ""مادة 1"")",Chrome 131.0.0.0,,,30-11-2024 14:13:51,30-11-2024 14:13:52,0.292s,PASSED
"click(findTestObject(""Subject/Academic Subject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:52,30-11-2024 14:13:52,0.323s,PASSED
"click(findTestObject(""Subject/SelectOneOfTheSubjects""))",Chrome 131.0.0.0,,,30-11-2024 14:13:52,30-11-2024 14:13:52,0.256s,PASSED
"click(findTestObject(""Subject/CreateSubject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:52,30-11-2024 14:13:53,0.620s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:13:53,30-11-2024 14:13:58,5.004s,PASSED
"targetElement = findTestObject(""Subject/FirstSubject"")",Chrome 131.0.0.0,,,30-11-2024 14:13:58,30-11-2024 14:13:58,0.004s,PASSED
"scrollToElement(targetElement, 5)",Chrome 131.0.0.0,,,30-11-2024 14:13:58,30-11-2024 14:13:58,0.262s,PASSED
"click(findTestObject(""Subject/FirstSubject""))",Chrome 131.0.0.0,,,30-11-2024 14:13:58,30-11-2024 14:14:00,1.549s,PASSED
"click(findTestObject(""Subject/New general topic""))",Chrome 131.0.0.0,,,30-11-2024 14:14:00,30-11-2024 14:14:01,1.498s,PASSED
"sendKeys(findTestObject(""Subject/GeneralTopicName""), ""dfsdfsaf"")",Chrome 131.0.0.0,,,30-11-2024 14:14:01,30-11-2024 14:14:02,1.307s,PASSED
"click(findTestObject(""Subject/CreateGeneralTopic""))",Chrome 131.0.0.0,,,30-11-2024 14:14:02,30-11-2024 14:14:03,0.285s,PASSED
"click(findTestObject(""Subject/SelectGeneralTopic""))",Chrome 131.0.0.0,,,30-11-2024 14:14:03,30-11-2024 14:14:05,2.667s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:14:05,30-11-2024 14:14:10,5.008s,PASSED
"click(findTestObject(""Subject/Add to special topics""))",Chrome 131.0.0.0,,,30-11-2024 14:14:10,30-11-2024 14:14:11,0.301s,PASSED
"sendKeys(findTestObject(""Subject/SpecialTopicName""), ""gfdgsghh"")",Chrome 131.0.0.0,,,30-11-2024 14:14:11,30-11-2024 14:14:13,2.035s,PASSED
"sendKeys(findTestObject(""Subject/Learning Object""), ""fadsffa"")",Chrome 131.0.0.0,,,30-11-2024 14:14:13,30-11-2024 14:14:13,0.260s,PASSED
"click(findTestObject(""Subject/Save changes""))",Chrome 131.0.0.0,,,30-11-2024 14:14:13,30-11-2024 14:14:13,0.280s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:14:13,30-11-2024 14:14:18,5.016s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:14:18,30-11-2024 14:14:19,0.341s,PASSED
